number&numframes&numagents&begmiss&endmiss&totalmiss
01&24&199&8.0&7.0&15.0
02&34&193&8.0&10.0&18.0
03&34&186&9.0&15.0&24.0
04&46&82&20.0&5.0&25.0
05&31&171&25.0&3.0&28.0
06&45&32&20.0&8.0&28.0
07&30&152&28.0&0.0&28.0
08&29&260&14.0&18.0&32.0
09&26&121&23.0&9.0&32.0
10&34&162&30.0&3.0&33.0
11&35&171&22.0&13.0&35.0
12&41&86&9.0&28.0&37.0
13&35&178&28.0&9.0&37.0
14&39&167&12.0&29.0&41.0
15&29&185&5.0&36.0&41.0
16&29&117&1.0&42.0&43.0
17&21&211&13.0&35.0&48.0
18&30&78&7.0&42.0&49.0
19&44&115&3.0&47.0&50.0
20&45&209&34.0&17.0&51.0
21&27&121&7.0&45.0&52.0
22&33&165&8.0&44.0&52.0
23&44&280&51.0&3.0&54.0
24&45&292&6.0&52.0&58.0
25&31&132&1.0&61.0&62.0
